gene,gene_name,TATA,class,tail-dependence,expression,Spt3,Spt7,Taf1,Taf13,Bdf1Bdf2,Esa1,Med1,Med5,Med10,Med14,Med15,TID,Mot1,Bur6,NCB2,Toa1,Ssl2
YJL058C,BIT61,TATA-less,TFIID,tail-independent,4.423513114,-0.520456125,-0.394859835,-3.055459905,-2.204646096,-5.598567902,-3.919931469,-0.127470423,0.011390162,-1.157731407,-1.799655603,0.472774791,0.301411211,-0.748127139,-0.95424019,-0.81971699,-4.438573014,-4.952613395
YPL039W,YPL039W,TATA-less,TFIID,tail-independent,4.416492851,-0.960818991,-0.226523394,-2.48884907,-2.677550877,-4.293377228,-2.910925843,-0.181670805,0.055713768,-2.012089694,-2.172710128,0.471723897,0.383697873,-0.449564428,-0.519049516,-0.64166072,-5.072887314,-5.275278002
YDL238C,GUD1,,TFIID,tail-independent,4.415156547,-2.257414157,-0.616251714,-1.741597398,-1.293234312,-1.262908606,-2.274713958,-0.04040761,-0.031579722,-1.850808787,-2.349617204,-0.20255724,-0.253593481,0.849353784,0.183272321,0.243304783,-4.324597282,-4.888889337
YDR287W,INM2,,TFIID,tail-independent,4.407235842,-1.088132036,-0.693604806,-2.515235943,-3.224164857,-4.876390742,-3.216424202,-0.232914417,0.028254417,-2.410749391,-2.495607894,0.036055997,-0.006122712,-0.473631219,-0.657497924,-0.743678843,-5.448460501,-4.54856374
YGL017W,ATE1,,TFIID,tail-independent,4.379992869,-0.878030973,-0.323171553,-3.047695616,-3.714050301,-5.305336255,-2.786486153,-0.451384052,-0.078804991,-2.037666561,-2.047945756,0.046665997,0.200458117,-0.992516497,-0.83005096,-0.888938507,-4.403355694,-4.631027926
YGR268C,HUA1,TATA-less,TFIID,tail-independent,4.378985344,-1.733230382,-1.45697383,-2.221740428,-2.521488195,-2.931868904,-3.23582896,-0.245503716,0.009253742,-2.339476578,-2.889380827,0.075419351,-0.008195547,-0.519096373,-0.715389042,-0.604731095,-5.153732968,-4.760102639
YBR108W,AIM3,TATA-less,TFIID,tail-independent,4.376265353,-1.834187783,-0.948028162,-2.472805578,-2.202198072,-3.42007666,-2.785480083,-0.328574985,-0.078325784,-2.663243726,-3.388796794,-0.223068857,-0.182561827,0.000310483,-0.295031475,-0.323190847,-4.435819061,-4.826182446
YOR289W,YOR289W,TATA-less,TFIID,tail-independent,4.370109547,-1.900223572,-0.157039946,-1.588103333,-2.851022952,-1.113211427,-2.177724368,-0.162128651,0.06174666,-3.364311413,-3.685685089,0.22576066,0.213488713,0.628976728,-0.060551383,-0.292514376,-5.332497337,-5.822468695
YKL090W,CUE2,TATA-less,TFIID,tail-independent,4.360751744,-1.560864936,-0.528350696,-1.34826275,-1.683495303,-2.834032253,-2.511754326,-0.303383416,-0.203766293,-0.399651342,-0.5846647,0.287478936,0.123907596,0.134223832,-0.269383179,-0.327801759,-1.746680749,-2.676376013
YIR036C,IRC24,,TFIID,tail-independent,4.317234848,-1.864698439,-1.276293805,-2.862320335,-3.338549484,-3.925696397,-2.828474307,-0.318625526,-0.365978255,-2.979107832,-3.248095123,0.14665391,-0.053637964,-1.376111829,-1.522930203,-1.253003216,-6.099693855,-5.581902701
YPL123C,RNY1,,TFIID,tail-independent,4.31445408,-2.924902258,-1.167172068,-3.385792066,-3.076395367,-4.416755003,-3.106223026,-0.254238182,-0.080642184,-3.295679332,-3.181964251,-0.222392421,-0.173571782,-0.352920296,-0.488867981,-0.573981097,-5.752456676,-5.8483976
YNL024C,YNL024C,TATA-less,TFIID,tail-independent,4.310753512,-1.239778368,-1.015083645,-2.077939106,-2.165084974,-0.69597005,-1.930656727,-0.241911114,-0.262825486,-1.649297142,-1.793967616,0.406551033,0.192645078,0.247914001,0.339759061,0.028506836,-3.579725852,-4.497927611
YBL029C-A,YBL029C-A,TATA-containing,TFIID,tail-independent,4.309612785,-1.75909878,-1.079294735,-1.790237375,-2.693190904,-0.964381631,-1.844603471,-0.288061075,-0.081728226,-3.506499872,-3.749639424,-0.111031312,-0.390083572,-0.88612747,-0.573089728,-0.672959581,-5.64840489,-5.739930115
YOR120W,GCY1,,TFIID,tail-dependent,4.309037004,-1.401480127,-0.323637549,-1.410061052,-2.015043257,-0.302170208,-2.389782339,0.106712336,0.212831574,-1.616468678,-2.78831875,-0.104464766,-0.722110801,1.426169066,1.452334443,0.749158058,-3.107129875,-4.097268793
YLL002W,RTT109,TATA-less,TFIID,tail-independent,4.30841089,-1.794633411,-0.67822389,-2.734856999,-2.41706165,-3.025118685,-2.762527973,-0.00169669,-0.014961617,-2.075391517,-2.467450452,0.166826537,0.089336773,-0.509597365,-0.666156518,-0.47752594,-5.186160104,-5.436320171
YOR092W,ECM3,,TFIID,tail-independent,4.304717283,-1.671042166,-1.439033354,-2.360360122,-2.156017591,-0.558808634,-0.650305509,0.01641463,0.229188803,-1.651213583,-2.265121079,-0.050408341,-0.175631852,0.707654492,0.391527467,0.185223143,-3.839574327,-4.576261574
YLR151C,PCD1,,TFIID,tail-independent,4.287416208,-1.5129394,-0.087348438,-3.08001715,-3.278914258,-3.575964564,-3.306116884,-0.102266344,0.071454798,-3.068078242,-3.761721693,0.221418779,-0.062014882,0.059913069,-0.44875826,-0.44744986,-7.266786541,-6.176588732
YDL206W,YDL206W,,TFIID,tail-independent,4.286492267,-1.747218546,-1.16903229,-2.276412683,-2.454066812,-3.570009726,-2.880570391,-0.190437532,0.20940678,-1.977747193,-2.288583466,0.063788067,-0.070895626,0.075723192,-0.598873716,-0.495908088,-3.034157011,-4.596862216
YER019W,ISC1,TATA-less,TFIID,tail-independent,4.275558246,-1.600560325,-1.37863428,-2.414139803,-2.379476983,-1.519715018,-2.030654057,-0.167997038,-0.081365048,-2.13149806,-2.126642946,-0.218288282,-0.184000187,0.079058222,0.081975679,0.148129591,-5.042036132,-5.018356258
YHR034C,PIH1,TATA-less,TFIID,tail-independent,4.260695673,-1.636720624,-1.439851201,-3.735244303,-3.120812774,-6.943169903,-3.113731392,-0.410221488,-0.241558822,-2.553342601,-3.030266065,0.341879502,0.168002467,-1.211766346,-1.244302915,-1.23927563,-5.87282876,-5.74783009
YAL058W,CNE1,TATA-less,TFIID,tail-independent,4.25595483,-1.220485891,-0.985393794,-3.150907692,-2.982915035,-5.251004108,-4.564222748,-0.207137405,-0.073978123,-2.161514163,-2.758420559,0.041872497,0.240327493,-1.088295045,-0.973011668,-0.915031503,-5.462017867,-5.349928529
YER093C-A,AIM11,,TFIID,tail-independent,4.249958029,-1.237387138,-0.791238441,-2.414466068,-2.817279779,-3.725601922,-3.798536204,-0.574633623,0.002657509,-1.989829601,-2.537524955,0.080438616,0.230894134,-0.695698191,-0.661161825,-0.831826163,-2.682809824,-3.808317682
YDR125C,ECM18,,TFIID,tail-independent,4.24372915,-1.478620855,-0.537313378,-2.755209559,-3.453839064,-4.8219764,-3.477098155,-0.061755207,-0.091290346,-2.186715117,-2.76602806,0.199697996,0.156947147,-0.43671638,-0.724119294,-0.710319038,-5.5987683,-5.512181184
YDL181W,INH1,TATA-less,TFIID,tail-independent,4.234483386,-2.18566646,-1.283077426,-2.792547083,-2.543127232,-0.510860202,-0.437879948,0.309750905,0.033049146,-2.83625796,-2.977885614,0.384418264,-0.999509871,-0.043843987,-0.286147155,-0.692595648,-5.259743264,-4.45255253
YAL030W,SNC1,,TFIID,tail-independent,4.231317639,-2.095714663,-0.228440795,-1.651375874,-1.753614694,-3.638889764,-2.751897502,-0.371757819,-0.296617006,-2.839305946,-3.015300255,-0.192542083,-0.111462492,-0.536857622,-0.386748301,-0.766410379,-4.171053429,-4.228583129
YGL250W,RMR1,,TFIID,tail-independent,4.218098905,-1.924051525,-0.318871134,-3.419530366,-4.010432169,-4.117394737,-3.399082875,-0.155421492,-0.077702357,-3.505741513,-3.294416531,0.029783469,-0.123672514,0.081304253,-0.71908627,-0.752328353,-5.146841388,-4.837102265
YDR204W,COQ4,,TFIID,tail-independent,4.206372587,-2.052432955,-0.950465483,-1.95067341,-2.816110075,-2.321033422,-2.391351679,-0.338472708,-0.063395481,-2.718928388,-2.702298462,-0.133488866,0.104762192,0.954353448,0.297507222,0.052088569,-5.196077289,-5.199617516
YER101C,AST2,TATA-less,TFIID,tail-independent,4.204793647,-1.313691796,-0.353070354,-2.628617021,-2.605639919,-4.642875535,-2.920427782,-0.35134406,0.048572053,-2.169925001,-2.643086547,0.224175322,0.115764374,-0.036113614,-0.390701943,-0.256032013,-4.110845769,-4.858956119
YHR040W,BCD1,TATA-less,TFIID,tail-independent,4.186394751,-0.343989672,-0.829136657,-2.517232337,-3.374637292,-4.572285437,-3.999107509,-0.402838274,-0.259095044,-1.492739109,-1.493332025,0.408432605,0.454156039,-1.774638074,-1.189059351,-0.917752837,-4.427598555,-4.83686626
YMR053C,STB2,TATA-less,TFIID,tail-independent,4.183032093,-2.303805512,-0.68242773,-1.827173463,-2.244897467,-3.087781483,-2.896081234,-0.30661688,0.017202897,-2.176488213,-1.694045541,-0.257685476,-0.151000581,0.190941353,-0.188536828,-0.20239784,-4.134725102,-4.525567195
YIR007W,YIR007W,,TFIID,tail-independent,4.180937959,-2.068094466,-0.487162733,-3.419573854,-3.594826806,-3.7775756,-3.130064133,-0.378738146,-0.1629598,-3.208903048,-3.672323215,-0.050798357,-0.0339749,-0.16736077,-0.713582481,-0.655382046,-6.563655308,-6.122325097
YLR318W,EST2,TATA-less,TFIID,tail-independent,4.178883233,-0.51829157,-0.675282711,-2.868903483,-2.900318763,-4.11176856,-3.095043728,-0.273607951,0.034831687,-1.121660607,-1.120655464,0.428200452,0.214773145,0.134403725,-0.530540085,-0.446163252,-3.083768358,-3.484560604
YPR037C,ERV2,TATA-less,TFIID,tail-independent,4.177962777,-1.214865708,-1.068885977,-2.350601124,-4.054886941,-4.322777055,-3.013803838,-0.324669559,-0.232930555,-2.553748805,-2.30712547,0.421635815,0.393767592,-1.293843553,-1.017434114,-1.077771389,-4.680038526,-4.673817876
YDR476C,YDR476C,TATA-containing,TFIID,tail-independent,4.175016651,-0.561314356,-0.999608022,-1.168669515,-2.184237995,-1.151467061,-3.963480329,-0.585905336,-0.297303534,-3.082004214,-3.460183022,-0.066493327,-0.178728835,0.674976053,0.342936863,0.464395787,-4.806849688,-5.044214199
YOL009C,MDM12,,TFIID,tail-independent,4.159871877,-1.255564916,-0.514399742,-2.30812679,-2.727006509,-3.566338433,-3.431916468,-0.0725833,-0.174797589,-1.904154887,-1.515508166,-0.199308808,0.285000199,-0.358813433,-0.26988398,-0.7235722,-5.387080774,-4.300427026
YLR164W,SHH4,TATA-less,TFIID,tail-independent,4.151822498,-1.003211642,-1.237756523,-2.147184589,-2.364002869,-1.672896435,-2.804964285,0.304318695,0.212729324,-1.331801153,-2.073462162,0.386639504,0.131190737,0.586394978,-0.545878521,-0.492513016,-3.167007518,-4.045900851
YFL029C,CAK1,TATA-less,TFIID,tail-independent,4.148678671,-1.717090355,-0.715563701,-2.855125549,-2.680062887,-4.991017938,-3.817290195,-0.22889472,0.004316921,-2.311625435,-3.018162578,0.049403288,0.324242491,-0.090694944,-0.318874324,-0.523097528,-6.058893689,-5.144000304
YCR079W,PTC6,TATA-less,TFIID,tail-independent,4.143112375,-1.740908316,-1.096766993,-2.309074984,-2.422296756,-4.535518135,-3.197265296,-0.237555409,-0.100580162,-2.160458729,-2.182021065,-0.158188111,0.063820195,-0.310579496,-0.62208256,-0.557906828,-4.802842971,-4.80456517
YLR356W,ATG33,TATA-less,TFIID,tail-independent,4.140479298,-1.180269422,-0.575485548,-1.237398802,-2.607627742,-2.758665791,-2.156652802,-0.203239768,-0.23070552,-2.283724265,-2.799120339,-0.022864108,-0.001692642,-0.232049003,-0.695061531,-0.914825459,-3.618421142,-4.215304208
YMR114C,YMR114C,,TFIID,tail-independent,4.139377195,-1.550627721,-0.738019608,-1.973994789,-2.118726804,-4.821197291,-2.319015213,-0.263187709,-0.100785541,-2.382792621,-2.729494345,0.091969074,0.130375968,-0.462473878,-0.778741916,-0.921152292,-5.230072663,-4.707078916
YKR019C,IRS4,TATA-less,TFIID,tail-independent,4.131447723,-0.869501646,-0.443667075,-2.630032851,-2.821425556,-4.350123725,-3.456118769,-0.326866448,-0.05191271,-1.767213037,-2.048420358,0.164248379,0.352516415,-0.350245414,-0.476320386,-0.484471267,-5.150875547,-4.513496436
YDR436W,PPZ2,TATA-less,TFIID,tail-independent,4.104317339,-1.657357163,-0.577294808,-2.722336862,-2.409732587,-5.801651781,-4.55613412,-0.191852772,-0.031805417,-2.282429887,-3.059898971,-0.173222738,-0.089975772,-0.692331715,-0.877318562,-0.87410207,-5.701221031,-5.894399651
YIL134W,FLX1,TATA-less,TFIID,tail-independent,4.090775861,-1.279152349,-0.613145859,-2.098160879,-2.262733299,-3.407805946,-2.644724261,-0.147408314,0.081973761,-1.20773639,-1.207625711,0.205819795,0.261208952,-0.508847054,-0.796335235,-0.755426394,-2.896955618,-3.753875795
YJL059W,YHC3,TATA-less,TFIID,tail-independent,4.087617125,-1.341516869,-0.253382959,-1.771591353,-2.223158613,-4.093896195,-2.333023886,-0.110013179,-0.043380513,-1.82468174,-1.988362539,0.109221907,-0.02975757,-0.288271496,-0.512330106,-0.570014802,-3.644905041,-4.306965826
YAL008W,FUN14,TATA-less,TFIID,tail-independent,4.082881794,-1.880201825,-0.294926873,-2.92640801,-3.94475101,-4.117502717,-4.137938794,-0.325400287,0.059831186,-3.796434554,-3.247927513,0.298405372,0.114458725,0.117003936,0.034533706,-0.418169593,-5.51993861,-6.222581838
YKL124W,SSH4,TATA-less,TFIID,tail-independent,4.076230484,-1.519518239,-0.493750201,-1.64137711,-1.335299002,-2.522783802,-2.237560202,-0.2270597,0.096951184,-0.695158096,-1,0.14065578,0.092016039,-0.02515743,-0.436097352,-0.428798627,-1.96765928,-3.126598407
YER010C,YER010C,TATA-less,TFIID,tail-independent,4.045988803,-1.070452403,-0.462424874,-2.354286299,-2.492848922,-3.700953691,-4.510896599,-0.215679235,0.041258641,-2.705893773,-2.752432396,-0.121963652,0.03149203,-0.402310602,-0.726249087,-0.918512641,-5.297266041,-4.945454796
YAL039C,CYC3,TATA-less,TFIID,tail-independent,4.040662282,-1.088185981,-0.864808542,-3.765760559,-3.187815562,-1.695289688,-0.781274326,-0.280559447,-0.292733868,-3.387683976,-3.474130757,0.258785238,-0.339733401,-2.333797851,-1.342465192,-1.452148061,-5.743844403,-5.486424322
YOR278W,HEM4,TATA-less,TFIID,tail-independent,4.010912143,-0.721517803,-0.707279833,-3.461179296,-4.119734444,-3.832573511,-2.680042334,-0.438000863,-0.045173982,-2.170291773,-2.509743255,0.27309491,0.186822071,-1.451629599,-0.980058694,-1.338640465,-3.797012978,-4.782368239
YGL128C,CWC23,,TFIID,tail-independent,3.995654828,-1.444394119,-0.757822809,-3.503576731,-3.023205936,-4.209052975,-5.814471592,-0.256507024,-0.066585019,-2.892279641,-3.878035733,-0.073706873,0.158429964,-0.702682726,-0.697573771,-0.796809448,-6.057066336,-5.983086444
YPL209C,IPL1,TATA-containing,TFIID,tail-independent,3.994952942,-1.488438511,-0.82112981,-1.786319208,-1.683564133,-3.096540121,-2.987070108,-0.135298411,-0.043936266,-1.866256654,-2.301265443,-0.057077405,0.101578391,1.246845347,0.56878836,0.282706425,-4.40506933,-5.11562965
YOR011W,AUS1,TATA-less,TFIID,tail-independent,3.990744989,-0.169804404,0.096546187,-3.032671631,-3.477671736,-3.600398524,-2.637244941,-0.185278241,-0.053790431,-2.477335111,-2.280144186,0.155278225,0.340834266,-1.325489892,-1.572480563,-1.451326305,-4.108181652,-4.678708997
YER098W,UBP9,,TFIID,tail-independent,3.980521215,-1.567364992,-0.284333243,-3.082805402,-3.532393749,-3.059200652,-1.397092805,-0.319771652,-0.039473943,-3.415436924,-3.811509324,-0.031435694,-0.01406629,-1.014207785,-1.14300009,-1.051787628,-6.130754404,-5.994468894
YGR029W,ERV1,,TFIID,tail-independent,3.978162988,-0.978853479,-0.248907019,-2.496506554,-3.026905159,-4.398385581,-3.895428556,-0.405320576,-0.079775774,-1.897791235,-1.76961138,0.482451725,0.328880856,-1.094477122,-1.04131398,-1.247327833,-4.520313861,-4.261476873
YPR026W,ATH1,,TFIID,tail-independent,3.962569712,-1.85338526,-0.368038876,-2.267782478,-1.823108147,-1.762944612,-2.014915286,-0.262745186,0.031894356,-1.892516329,-2.382375074,-0.090643842,-0.159400912,-0.039729376,-0.478579031,-0.447468003,-3.783570257,-4.610693481
YMR182C,RGM1,TATA-less,TFIID,tail-independent,3.955267872,-0.137859276,-2.810992419,-2.475690553,-3.607278236,-1.064628886,-1.3080487,-0.469838892,-0.247975675,-1.444568931,-2.282153636,0.099901329,0.179167677,-0.715208533,-0.540442667,-0.598242396,-3.615323105,-3.901175058
YER060W,FCY21,TATA-containing,TFIID,tail-independent,3.955208413,-2.451237829,-1.327541201,-2.219462803,-2.98970308,-2.240528523,-1.608080234,-0.181282233,0.052972592,-1.910958763,-1.349313983,0.617169515,-0.003035124,0.605854342,0.368254759,0.246858549,-3.119603416,-4.150923453
YOR292C,YOR292C,TATA-less,TFIID,tail-independent,3.934796715,-1.70087993,-0.631931953,-1.74340806,-2.261138118,-0.424724273,-0.237211195,-0.122006381,-0.197610938,-1.491978162,-2.27237227,0.005135457,-0.096039289,0.898901335,0.61298457,0.297367057,-4.333900737,-4.467753739
YOL128C,YGK3,TATA-less,TFIID,tail-independent,3.929853022,-0.80531395,-1.156761203,-3.324795377,-3.046569138,-2.640274034,-2.751618411,-0.019198573,0.041503552,-1.611779166,-1.907567758,0.127042349,0.049248773,0.406485029,0.398288954,0.242968562,-3.396604781,-3.844281491
YPR121W,THI22,,TFIID,tail-independent,3.919968605,-1.666311577,-0.892733041,-1.754825632,-2.176639182,-2.982353652,-1.786991551,-0.36370216,0.131667026,-1.128531345,-1.643938275,-0.14517171,0.050786981,-0.01808189,-0.373135836,-0.486040241,-3.138414029,-3.774993495
YNL029C,KTR5,TATA-less,TFIID,tail-independent,3.918395323,-1.537956745,-0.351658405,-2.75121394,-1.88578527,-3.314259542,-1.814407092,-0.34138607,-0.108917764,-1.606096203,-1.691441324,0.250192341,0.056051336,-1.14308635,-1.163649654,-1.100931748,-3.918518598,-3.867692708
YJR154W,YJR154W,,TFIID,tail-independent,3.917592945,0.43880785,-0.144593897,-2.606017549,-3.265908827,-3.232857422,-2.523180913,-0.082031183,-0.082401239,-0.966525295,-1.33563472,0.77118131,0.146762641,-0.195363505,-0.908463486,-0.762179131,-3.822001698,-3.593542486
YCL008C,STP22,TATA-less,TFIID,tail-independent,3.913500135,-1.162667608,-1.160450095,-2.251151225,-2.504242917,-2.929847377,-2.944679123,-0.264520142,-0.2215135,-1.578296235,-2.325916197,-0.008249433,0.09233664,-0.18661554,-0.535165724,-0.474370949,-4.094427139,-4.383876266
YJL137C,GLG2,TATA-less,TFIID,tail-independent,3.902084278,-1.014669942,-0.309792001,-1.994372973,-2.089475851,-2.825020065,-3.901022968,-0.321837271,0.073953155,-2.702155634,-2.776936799,0.08167294,0.198565621,0.551145301,0.154209498,0.267525863,-5.098238551,-4.796060868
YPR127W,YPR127W,TATA-containing,TFIID,tail-independent,3.899015721,-1.883424859,-0.885089697,-2.353456771,-1.84481772,-0.862711377,-2.368060009,-0.439623138,-0.078698671,-2.537543004,-2.075792686,-0.09676869,-0.124410342,0.791378481,1.357007827,0.94469051,-4.30035256,-4.463428432
YCR073W-A,SOL2,TATA-less,TFIID,tail-independent,3.899007895,-2.239946673,-1.114570458,-2.061689973,-2.513091876,-4.508690444,-2.98594737,-0.21199286,-0.051846719,-2.299393018,-2.415037499,0.162620201,0.053536621,-0.872043563,-0.866648149,-0.949626198,-5.192645078,-5.017491465
YDR277C,MTH1,TATA-less,TFIID,tail-independent,3.891805732,-0.899405721,1.296443079,-0.108049704,-0.907759697,-0.313330944,0.047920758,0.593741218,0.475352745,-2.585699886,-3.467091443,0.028545097,-0.44652749,0.650777814,0.454221117,0.375498682,-4.092388401,-3.483136879
YOR380W,RDR1,,TFIID,tail-independent,3.885646633,-1.66134366,-0.2220213,-2.299790974,-2.47053079,-4.021351696,-2.449490633,-0.274014977,-0.125930336,-1.851136614,-2.580577919,-0.135914422,-0.147946145,-0.320069476,-0.973081461,-0.869191956,-4.30103885,-4.706293728
YIL154C,IMP2',,TFIID,tail-independent,3.885324286,-1.659678103,-0.937343338,-1.302296902,-2.24305542,-4.238379698,-2.071567751,-0.200476148,-0.283902139,-2.00972995,-2.638210966,0.040513017,-0.085653861,-0.81314787,-0.602598523,-0.705224056,-4.788255383,-4.534506943
YAL028W,FRT2,TATA-less,TFIID,tail-independent,3.878919093,-2.604802267,-0.194548466,-2.58367154,-3.508713412,-2.916791203,-3.149516063,-0.522357964,-0.173247054,-2.241500099,-2.410214627,0.114734708,0.019532405,0.651290936,-0.021706304,-0.157494464,-4.597971561,-4.21584772
YPR153W,YPR153W,TATA-less,TFIID,tail-independent,3.846410057,-1.335520224,-0.394578978,-4.145972042,-2.702511002,-5.587929573,-3.663664041,-0.370172322,-0.168588554,-2.321928095,-1.915753871,0.012289952,0.100749831,-0.712934161,-0.77292238,-0.716971706,-3.730941807,-4.509906932
YNR075W,COS10,TATA-containing,TFIID,tail-independent,3.846401564,-1.42729024,-0.36671272,-1.025188993,-1.754571866,-0.520640914,-4.094330782,-0.54817583,0.019507474,-1.944230461,-1.643428661,0.116141595,-0.002198672,0.968428632,0.535899245,0.623074609,-3.177084793,-4.292221588
YBR208C,"DUR1,2",TATA-less,TFIID,tail-independent,3.837208795,-1.679882697,0.076862524,-1.135814233,-0.607514437,-0.10714694,1.208249903,-0.178582673,0.021759272,-2.186977301,-1.795552468,0.521623955,-0.494147338,0.275146574,0.924784406,0.699117472,-3.315753927,-4.520212289
YDR242W,AMD2,,TFIID,tail-independent,3.831081367,-1.278545132,-0.386231268,-2.095139539,-2.092781406,-1.795173471,-2.585624094,-0.130807657,-0.193737119,-2.248494054,-2.269393037,0.30833124,-0.031834936,0.264140587,0.023116814,-0.254906998,-5.559695742,-5.182112987
YPL257W,YPL257W,,TFIID,tail-independent,3.829893092,-1.261347608,-0.439772006,-2.128264128,-2.862767237,-5.088844988,-4.323215067,-0.259409542,0.369378782,-1.05177365,-1.124399293,0.173226365,0.350725359,0.676030769,0.535415166,0.146128054,-3.471305719,-3.261187672
YER007W,PAC2,,TFIID,tail-independent,3.825069792,-0.882814964,-0.557688024,-3.536417409,-4.450605506,-7.148726754,-4.649776472,-0.295962022,-0.041885224,-3.753117107,-3.29186137,0.167694082,0.441380988,-1.123632452,-0.982572531,-1.075801361,-5.89077093,-6.501371383
YNL063W,MTQ1,TATA-less,TFIID,tail-independent,3.81847923,-1.718577294,-1.288288348,-2.212222586,-2.34773164,-2.23245667,-2.397065943,-0.461045913,-0.188961438,-1.54606572,-1.606746917,0.14059833,0.199650711,0.271585045,0.272366609,-0.046083824,-3.363963315,-3.839921329
YHR178W,STB5,TATA-less,TFIID,tail-independent,3.815389559,-1.782160894,-1.115899226,-2.969917012,-3.772587744,-3.055040818,-1.525216136,-0.277944787,-0.196167533,-3.186560315,-3.674689539,-0.415865445,-0.059695619,-0.466028755,-0.910559686,-0.999985414,-3.916926775,-4.244765308
YJR036C,HUL4,,TFIID,tail-independent,3.811977535,-2.425716254,-0.111320913,-2.775659312,-3.468532218,-5.254362709,-1.441718051,-0.233722797,0.038874187,-2.88162181,-3.47605124,0.209608703,-0.004422541,-0.101314801,-0.840242169,-0.812500665,-4.597786541,-5.011421179
YMR262W,YMR262W,TATA-less,TFIID,tail-independent,3.806146626,-2.142361199,-1.330544979,-2.732235777,-2.468036227,-3.033726438,-3.157192073,-0.193506074,-0.066208151,-2.12908464,-2.700205076,-0.037214987,-0.039698624,-0.805530288,-0.695407784,-0.590143221,-4.951608516,-4.80707788
YHL018W,YHL018W,TATA-less,TFIID,tail-independent,3.79772332,-1.908662444,-0.4340648,-2.750916749,-3.422325068,-4.013489346,-2.291508408,-0.123252103,0.080148074,-1.598131876,-1.847996907,-0.3723511,-0.174907032,0.149079489,-0.502980162,-0.254285447,-3.881355504,-4.093461582
YLL056C,YLL056C,,TFIID,tail-independent,3.767752953,-0.842041114,-0.802685818,-2.352345999,-2.760251129,-1.901325273,-1.480235818,-0.369827797,0.118319967,-2.522055749,-3.115477217,0.429196771,0.049961,-0.0251824,-0.231054807,-0.260668222,-4.901537361,-5.690696444
YLR306W,UBC12,TATA-less,TFIID,tail-independent,3.765227148,-1.275246355,-0.822437643,-3.447787759,-3.06153798,-4.311800405,-3.062383768,-0.231722157,-0.187616119,-1.793549123,-1.711767286,0.312914351,0.217067726,-0.710194703,-0.788343603,-0.755344982,-2.866855934,-3.527446698
YOR321W,PMT3,,TFIID,tail-independent,3.746633894,-2.346667739,-0.711057705,-2.850211688,-4.108393013,-1.562485028,-2.421380129,-0.310091799,-0.125922002,-3.392113954,-3.211083678,-0.139469704,-0.067153375,0.079869955,-0.280483712,-0.210541558,-4.491107325,-5.045428495
YKL133C,YKL133C,,TFIID,tail-independent,3.746471236,-1.269539224,0.512138221,-3.119814967,-3.65006475,-4.081026673,-3.543403937,-0.578508998,-0.027656343,-2.826851098,-2.863280337,0.172734535,-0.119411843,1.149322758,0.355252418,0.219603367,-5.253756592,-5.662406586
YBR089C-A,NHP6B,,TFIID,tail-independent,3.742780656,-2.033111493,0.026925595,-1.973252293,-1.812932901,0.145735816,-1.646043266,-0.241656939,-0.043461401,-3.331163486,-3.678071905,-0.372716205,-0.15575767,0.920164383,0.415683846,0.295623488,-5.164906927,-6.150875547
YBR201C-A,YBR201C-A,TATA-containing,TFIID,tail-independent,3.742750516,0.073663506,-0.403060358,-1.507363029,-1.916972048,-1.689771247,-1.420935402,0.163211657,-0.131705679,-2.350296608,-3.324754139,-0.049838982,-0.119983183,0.754638237,-0.12347745,0.158116558,-5.026800059,-4.95796478
YLL022C,HIF1,,TFIID,tail-independent,3.739365322,-1.121391274,-0.779101446,-2.685408583,-3.399492261,-4.158854403,-3.505364199,-0.215034587,-0.109496427,-2.477451835,-2.612232209,0.253721012,-0.062135676,-1.649905461,-1.463064273,-1.266098695,-4.066528568,-4.915167246
YML050W,AIM32,,TFIID,tail-independent,3.737675341,-1.029955501,-0.370319102,-2.912529985,-3.048705265,-5.935502282,-2.466229068,0.054092703,-0.000705992,-1.962788921,-2.838081438,0.193969664,0.063980626,0.148390891,-0.376447942,-0.613241249,-3.670760373,-4.559355845
YBR239C,ERT1,,TFIID,tail-independent,3.737527892,-0.871769281,-0.398599395,-2.219444378,-1.950742236,-4.353897268,-2.86759625,-0.430779365,0.031009573,-0.709786086,-0.849778768,0.211009583,0.281180635,-0.372241132,-0.569861051,-0.447383864,-1.927599492,-3.237819665
YJR098C,YJR098C,TATA-less,TFIID,tail-independent,3.734841019,-1.645855812,-0.449481374,-3.174117781,-2.715071587,-5.020464783,-2.456440855,-0.051851416,0.006193429,-1.835102554,-1.874302033,0.235812937,0.113735163,-0.714700511,-0.586156847,-0.733970823,-4.779928232,-4.938165301
YIL107C,PFK26,TATA-less,TFIID,tail-independent,3.715158685,-1.913725038,-0.302545973,-1.39571414,-1.289579217,-0.560421194,-0.625522304,-0.236503439,-0.052736508,-1.28393603,-2.131717603,-0.218105784,0.093398013,0.513212491,0.477143001,0.082854,-2.841450048,-3.032879403
YJR107W,YJR107W,,TFIID,tail-independent,3.704812276,-1.383540541,-1.02448211,-2.655795732,-1.616895094,-2.011138551,-2.467942535,-0.230947182,0.158210848,-1.712319744,-1.400702583,-0.016714974,-0.076249979,-0.184074015,-0.040146683,0.106772411,-2.667272854,-3.137904726
