5073
YOR034C-A	YOR034C-A	MissingGeneType
AKR2	AKR2	MissingGeneType
EXO1	EXO1	MissingGeneType
YOR032W-A	YOR032W-A	MissingGeneType
HMS1	HMS1	MissingGeneType
CRS5	CRS5	MissingGeneType
DFG16	DFG16	MissingGeneType
CIN5	CIN5	MissingGeneType
STI1	STI1	MissingGeneType
BUB3	BUB3	MissingGeneType
HST3	HST3	MissingGeneType
AHC1	AHC1	MissingGeneType
HSP10	HSP10	MissingGeneType
YOR019W	YOR019W	MissingGeneType
ROD1	ROD1	MissingGeneType
PET127	PET127	MissingGeneType
ERP4	ERP4	MissingGeneType
YOR015W	YOR015W	MissingGeneType
AUS1	AUS1	MissingGeneType
TIR2	TIR2	MissingGeneType
TIR4	TIR4	MissingGeneType
SLG1	SLG1	MissingGeneType
SGT2	SGT2	MissingGeneType
TSR3	TSR3	MissingGeneType
DNL4	DNL4	MissingGeneType
UTP23	UTP23	MissingGeneType
YSP3	YSP3	MissingGeneType
ALG6	ALG6	MissingGeneType
RRP6	RRP6	MissingGeneType
PHO80	PHO80	MissingGeneType
IZH2	IZH2	MissingGeneType
PFA4	PFA4	MissingGeneType
SIN3	SIN3	MissingGeneType
RPB11	RPB11	MissingGeneType
TOP1	TOP1	MissingGeneType
CSI2	CSI2	MissingGeneType
COQ10	COQ10	MissingGeneType
MDM12	MDM12	MissingGeneType
RCL1	RCL1	MissingGeneType
PLB3	PLB3	MissingGeneType
HTZ1	HTZ1	MissingGeneType
HRD1	HRD1	MissingGeneType
YOL013W-A	YOL013W-A	MissingGeneType
YOL014W	YOL014W	MissingGeneType
IRC10	IRC10	MissingGeneType
CMK2	CMK2	MissingGeneType
ESC8	ESC8	MissingGeneType
TLG2	TLG2	MissingGeneType
YOL019W	YOL019W	MissingGeneType
YOL019W-A	YOL019W-A	MissingGeneType
TAT2	TAT2	MissingGeneType
DIS3	DIS3	MissingGeneType
TSR4	TSR4	MissingGeneType
IFM1	IFM1	MissingGeneType
YOL024W	YOL024W	MissingGeneType
LAG2	LAG2	MissingGeneType
MIM1	MIM1	MissingGeneType
MDM38	MDM38	MissingGeneType
YAP7	YAP7	MissingGeneType
YOL029C	YOL029C	MissingGeneType
GAS5	GAS5	MissingGeneType
SIL1	SIL1	MissingGeneType
OPI10	OPI10	MissingGeneType
MSE1	MSE1	MissingGeneType
SMC5	SMC5	MissingGeneType
YOL036W	YOL036W	MissingGeneType
PRE6	PRE6	MissingGeneType
YOL038C-A	YOL038C-A	MissingGeneType
